,Date,Open,High,Low,Close,Volume,MACD,RSI,ATR,MFI,CPI,USDX,IR,TB,EFFR,RMT,Score
112,1/15/2017,1479.86,1484.43,1476.25,1477.72,488385,21.81855491,54.71026714,21.36425905,77.5229609,113.9,108.942,3.3,2.64,4.13,394.57,0.42786
113,1/16/2017,1477.72,1480.07,1465.53,1466.09,7651540,20.51314187,46.66031759,20.87681197,81.82751956,113.9,108.942,3.3,2.64,4.13,394.57,0.31816
114,1/17/2017,1466.09,1467.38,1454.99,1463.04,850665,19.49991921,44.67137751,20.27061112,56.34122185,113.9,108.942,3.3,2.64,4.13,394.57,0.2668125
115,1/18/2017,1463.04,1463.66,1456.95,1462.23,1226115,18.54847787,44.09540674,19.30199604,51.68034715,113.9,108.942,3.3,2.64,4.13,394.57,0.3205
116,1/19/2017,1462.23,1468.86,1461.42,1462.56,1101412,17.56534318,44.43220596,18.45471061,52.04254325,113.9,108.942,3.3,2.64,4.13,394.57,0.35506
117,1/22/2017,1462.56,1468.72,1462.41,1465.84,729800,16.33325368,48.02340311,17.58723128,52.22398375,113.9,108.942,3.3,2.64,4.13,394.57,0.29618
118,1/23/2017,1465.84,1467.01,1457.85,1457.88,2325769,15.8167932,40.66442003,16.98528619,52.85175441,113.9,108.942,3.3,2.64,4.13,394.57,0.17297
119,1/24/2017,1457.88,1460.37,1432.99,1432.99,853460,17.21743764,26.18658824,17.72776575,49.54358374,113.9,108.942,3.3,2.64,4.13,394.57,0.19132
120,1/25/2017,1432.99,1433.63,1395.91,1396.61,1704582,21.02070678,16.36204694,19.15578248,46.76756291,113.9,108.942,3.3,2.64,4.13,394.57,0.22859
121,1/26/2017,1396.61,1396.61,1357.31,1375.14,1052869,25.47363039,13.03254145,20.59465516,46.01597668,113.9,108.942,3.3,2.64,4.13,394.57,0.20957
122,1/30/2017,1375.14,1375.93,1307.62,1309.7,1126465,33.89237532,7.596266264,24.00289408,40.67667836,113.9,108.942,3.3,2.64,4.13,394.57,0.33686
123,1/31/2017,1309.7,1335.23,1292.98,1326.6,1649798,38.75387206,17.81205201,25.30625878,38.16425357,113.9,108.942,3.3,2.64,4.13,394.57,0.33675
124,2/1/2017,1326.6,1390.53,1326.6,1389.83,1833540,37.07710885,44.36508226,28.06509744,40.16186067,113.4,107.2428,3.3,2.64,4.13,394.57,0.30855
125,2/2/2017,1389.83,1416.93,1377.19,1382.45,1295599,35.92959228,42.51525234,28.89901905,33.17926683,113.4,107.2428,3.3,2.64,4.13,394.57,0.381
126,2/5/2017,1382.45,1384,1353.76,1364.5,633778,36.05299562,38.06144176,28.99480341,23.68063068,113.4,107.2428,3.3,2.64,4.13,394.57,0.22319
127,2/6/2017,1364.5,1364.86,1346.19,1348.84,627840,36.98804957,34.43060407,28.25731745,23.58115894,113.4,107.2428,3.3,2.64,4.13,394.57,0.14969
128,2/7/2017,1348.84,1350.96,1338.06,1344.6,1185764,37.63735908,33.43420211,27.1603662,33.84457333,113.4,107.2428,3.3,2.64,4.13,394.57,0.0216
129,2/8/2017,1344.6,1346.26,1321.23,1322.98,1018602,39.44183395,28.56974833,27.00819719,33.35500243,113.4,107.2428,3.3,2.64,4.13,394.57,0.30618
130,2/9/2017,1322.98,1323.32,1296.2,1296.23,15414339,42.54001986,23.65611688,27.0161831,26.44450662,113.4,107.2428,3.3,2.64,4.13,394.57,0.39284
131,2/12/2017,1296.23,1297.3,1252.42,1252.5,1309885,47.97101999,17.8615709,28.29217002,11.0698916,113.4,107.2428,3.3,2.64,4.13,394.57,0.37614
132,2/13/2017,1252.5,1278.98,1218.86,1278.98,1303540,49.5670341,29.86480734,30.56558645,10.91755751,113.4,107.2428,2.9,0.74,0.9,449.99,0.34216
133,2/14/2017,1278.98,1284.04,1260.84,1274.97,1011685,50.57249207,29.12121358,30.03947313,15.37105629,113.4,107.2428,2.9,0.74,0.9,449.99,0.33953
134,2/15/2017,1275.06,1316.81,1275.06,1316.8,3227258,47.44705324,45.46471209,30.88236791,18.47528033,113.4,107.2428,2.9,0.74,0.9,449.99,0.21191
135,2/16/2017,1316.8,1345.33,1314.08,1343.85,2668977,42.29980569,53.47019129,30.90862734,27.47546954,113.4,107.2428,2.9,0.74,0.9,449.99,0.05354
136,2/19/2017,1343.85,1369.41,1326.71,1369.35,2102978,35.75082479,59.87677333,31.75086825,34.08130679,113.4,107.2428,2.9,0.74,0.9,449.99,0.469133333
137,2/20/2017,1369.35,1394.06,1361.05,1365.11,1512329,30.55067365,58.33576978,31.84080623,39.22255046,113.4,107.2428,2.9,0.74,0.9,449.99,0.297342857
138,2/21/2017,1365.11,1385.9,1346.59,1357.57,1093198,26.72980682,55.40970148,32.37432007,34.61617498,113.4,107.2428,2.9,0.74,0.9,449.99,0.263825
139,2/22/2017,1357.57,1358.91,1338.45,1344.11,764679,24.5053692,50.22102364,31.52329721,29.86081152,113.4,107.2428,2.9,0.74,0.9,449.99,0.24934
140,2/23/2017,1343.8,1343.8,1335.68,1337.46,761164,23.01379705,47.6759812,29.87377598,30.37887771,113.4,107.2428,2.9,0.74,0.9,449.99,0.38015
141,2/26/2017,1337.46,1338.49,1313.28,1313.01,512630,23.53334825,39.23987228,29.54064912,30.27530161,113.4,107.2428,2.9,0.74,0.9,449.99,0.3494
142,2/28/2017,1313.01,1313.01,1294.22,1299.29,1229659,24.76669067,35.20633138,28.77274562,30.39225297,113.4,107.2428,2.9,0.74,0.9,449.99,0.2465
143,3/1/2017,1299.29,1316.96,1299.1,1316.8,650014,24.05393398,43.72470359,27.99326379,33.97970437,112.4,105.4305,2.9,0.74,0.9,449.99,0.283533333
144,3/2/2017,1316.8,1329.41,1316.8,1329.41,928210,22.21546154,49.26701939,26.89445923,36.3008093,112.4,105.4305,2.9,0.74,0.9,449.99,0.44302
145,3/5/2017,1329.41,1358.27,1328,1354.34,1185485,18.5331773,58.57387343,27.13556928,68.41383538,112.4,105.4305,2.9,0.74,0.9,449.99,0.46625
146,3/6/2017,1354.34,1371.53,1353.47,1358.41,1550238,15.11232011,59.95760734,26.48731434,74.94299192,112.4,105.4305,2.9,0.74,0.9,449.99,0.47748
147,3/7/2017,1358.41,1358.48,1339.27,1341.56,794579,13.60410071,51.70708061,25.96750617,67.15612605,112.4,105.4305,2.9,0.74,0.9,449.99,0.31555
148,3/9/2017,1341.56,1353.45,1341.48,1347.53,1045918,11.79117554,54.27910139,24.9676843,66.87350688,112.4,105.4305,2.9,0.74,0.9,449.99,0.25791
149,3/13/2017,1347.56,1359.49,1347.56,1355.23,706265,9.622175181,57.6368169,24.03856399,62.77156058,112.4,105.4305,2.9,0.74,0.9,449.99,0.31634
150,3/14/2017,1355.23,1360.37,1346.7,1347.09,945228,8.462506237,52.89819978,23.29795228,53.12595345,112.4,105.4305,3.8,0.93,0.75,511.93,0.31038
151,3/15/2017,1347.09,1358.2,1340.3,1356.13,855501,6.736355285,57.38751803,22.91238426,49.1194532,112.4,105.4305,3.8,0.93,0.75,511.93,0.253177778
152,3/16/2017,1356.13,1359.65,1354.75,1357.34,1346170,5.210666017,58.0056744,21.62578538,58.32338703,112.4,105.4305,3.8,0.93,0.75,511.93,0.288
153,3/19/2017,1357.34,1382.3,1357.08,1382.19,1448204,1.973608431,68.74855129,21.882515,67.47794266,112.4,105.4305,3.8,0.93,0.75,511.93,0.29908
154,3/20/2017,1382.19,1424.78,1381.87,1424.38,2527535,-3.950623108,79.18155424,23.38447821,74.62758317,112.4,105.4305,3.8,0.93,0.75,511.93,0.26705
155,3/21/2017,1424.38,1463.09,1412.97,1462.23,2234053,-11.56646693,84.52822629,25.29415834,82.43797083,112.4,105.4305,3.8,0.93,0.75,511.93,0.10801
156,3/22/2017,1462.23,1513.19,1462.23,1481.08,2557452,-18.90518825,86.51791717,27.12743275,87.15438532,112.4,105.4305,3.8,0.93,0.75,511.93,0.16786
